Facility ID,Facility Name,Short Description,Description,Facility Open Date,Facility Address 1,Facility Address 2,Facility City,Facility State,Facility Zip Code,Facility Phone Number,Facility Fax Number,Facility Website,Facility County Code,Facility County,Regional Office ID,Regional Office,Main Site Name,Main Site Facility ID,Operating Certificate Number,Operator Name,Operator Address 1,Operator Address 2,Operator City,Operator State,Operator Zip Code,Cooperator Name,Cooperator Address,Cooperator Address 2,Cooperator City,Cooperator State,Cooperator Zip Code,Ownership Type,Facility Latitude,Facility Longitude,Facility Location
6340,Planned Parenthood of Central and Western New York,DTC-EC,Diagnostic and Treatment Center Extension Clinic,11/27/2006,6951 Williams Rd,,Niagara Falls,New York,14304,7167946004,,,31,Niagara,1,Western Regional Office - Buffalo,"Planned Parenthood of Central and Western New York, Inc.",223,1401238R,"Planned Parenthood of Central and Western New York, Inc.",2697 Main Street,,Buffalo,New York,14214,,,,,New York,,Not for Profit Corporation,43.084431,-78.940453,"(43.084431, -78.940453)"
6342,Charles B Wang Comm Health Care Center,DTC-EC,Diagnostic and Treatment Center Extension Clinic,2/19/2002,268 Canal St,,New York,New York,10013,2122268866,,,7093,New York,5,Metropolitan Area Regional Office - New York City,Charles B Wang Community Health Center Inc,1494,7002107R,Chinatown Action for Progress Inc,89 Baxter Street,,New York,New York,10013,,,,,New York,,Not for Profit Corporation,40.718872,-74.001251,"(40.718872, -74.001251)"
6343,Fishkill Ambulatory Surgery Center,HOSP-EC,Hospital Extension Clinic,9/26/2001,200 Westage Business Center,,Fishkill,New York,12524,8458388111,,,13,Dutchess,6,Metropolitan Area Regional Office - New Rochelle,Vassar Brothers Medical Center,181,1302001H,Vassar Brothers Hospital Inc,Reade Place,,Poughkeepsie,New York,12601,"Health Quest Systems, Inc.",45 Reade Place,,Poughkeepsie,New York,12601,Not for Profit Corporation,41.524715,-73.895485,"(41.524715, -73.895485)"
6348,M.S. 54 Booker T. Washington,,School Based Diagnostic and Treatment Center Extension Clinic,1/3/2002,103 West 107th Street,,New York,New York,10025,2126782861,,,7093,New York,5,Metropolitan Area Regional Office - New York City,William F Ryan Community Health Center Inc,1529,7002243R,William F Ryan Community Health Center Inc,110 West 97th Street,,New York,New York,10025,,,,,New York,,Not for Profit Corporation,40.800037,-73.962509,"(40.800037, -73.962509)"
6349,Dr. Weeks Elementary School,,School Based Diagnostic and Treatment Center Extension Clinic,3/1/2002,710 Hawley Avenue,,Syracuse,New York,13202,3154354030,,,33,Onondaga,3,Central New York Regional Office,Syracuse Community Health Center Inc,642,3301207R,Syracuse Community Health Center Inc,819-829 South Salina Street,,Syracuse,New York,13202,,,,,New York,,Not for Profit Corporation,43.055153,-76.133072,"(43.055153, -76.133072)"
6350,Dr. King Applied Sci Com Magnet Sch,,School Based Diagnostic and Treatment Center Extension Clinic,3/1/2002,416 East Raynor Avenue,,Syracuse,New York,13202,3154354031,,,33,Onondaga,3,Central New York Regional Office,Syracuse Community Health Center Inc,642,3301207R,Syracuse Community Health Center Inc,819-829 South Salina Street,,Syracuse,New York,13202,,,,,New York,,Not for Profit Corporation,43.035557,-76.144241,"(43.035557, -76.144241)"
6352,CES 73,,School Based Diagnostic and Treatment Center Extension Clinic,3/1/2000,1020 Anderson Avenue,,Bronx,New York,10452,7186815922,,,7094,Bronx,5,Metropolitan Area Regional Office - New York City,Morrisania Diagnostic & Treatment Center,1201,7000221R,"Gotham Health FQHC, Inc.",Care of NYC Health and Hospital Corp.,125 Worth Street,New York,New York,10013,New York City Health and Hospital Corporation,125 Worth Street,,New York,New York,10013,Not for Profit Corporation,40.83276,-73.926704,"(40.83276, -73.926704)"
6355,Laura M. Sharp Elementary School,,School Based Diagnostic and Treatment Center Extension Clinic,3/6/2002,2 Hinman Road,,Pulaski,New York,13142,3152985188,,,37,Oswego,3,Central New York Regional Office,Northern Oswego County Health Services Inc,738,3726201R,Northern Oswego County Health Services Inc,61 Delano Street,,Pulaski,New York,13142,,,,,New York,,Not for Profit Corporation,43.571228,-76.136185,"(43.571228, -76.136185)"
6356,Pulaski Junior Senior High School,,School Based Diagnostic and Treatment Center Extension Clinic,3/6/2002,4624 Salina Street,,Pulaski,New York,13142,3153873620,,,37,Oswego,3,Central New York Regional Office,Northern Oswego County Health Services Inc,738,3726201R,Northern Oswego County Health Services Inc,61 Delano Street,,Pulaski,New York,13142,,,,,New York,,Not for Profit Corporation,43.553314,-76.126648,"(43.553314, -76.126648)"
6357,West Hertel Academy,HOSP-SB,School Based Hospital Extension Clinic,3/11/2002,489 Hertel Avenue,,Buffalo,New York,14207,7168716072,,,14,Erie,1,Western Regional Office - Buffalo,Sisters of Charity Hospital,218,1401013H,"Catholic Health System, Inc.",144 Genesee Street,Seton Professional Building,Buffalo,New York,14203,Sisters of Charity Hospital of Buffalo New York Inc,2157 Main Street,,Buffalo,New York,14214,Business Corporation,42.946358,-78.890274,"(42.946358, -78.890274)"
6358,South Kortright Central School,HOSP-SB,School Based Hospital Extension Clinic,3/11/2002,P.O. Box 113,,South Kortright,New York,13842,6075389111,,,12,Delaware,4,Capital District Regional Office,Mary Imogene Bassett Hospital,746,3824000H,Bassett Healthcare Network,1 Atwell Road,,Cooperstown,New York,13326,Mary Imogene Bassett Hospital Inc,Atwell Road,,Cooperstown,New York,13326,Not for Profit Corporation,42.376999,-74.7267,"(42.376999, -74.7267)"
6361,Suffolk Primary Health,DTC,Diagnostic and Treatment Center,3/26/2002,170 Old Country Road,,Riverhead,New York,11901,6312084460,,,51,Suffolk,7,Metropolitan Area Regional Office - Long Island,,,5155205R,"Suffolk Primary Health, LLC",170 Old Country Road,,Riverhead,New York,11901,,,,,New York,,LLC,40.936703,-72.650948,"(40.936703, -72.650948)"
6362,Sidney Kimmel Center,HOSP-EC,Hospital Extension Clinic,4/15/2002,353 East 68th Street,,New York,New York,10065,6464224300,,,7093,New York,5,Metropolitan Area Regional Office - New York City,Memorial Hospital for Cancer and Allied Diseases,1453,7002020H,Memorial Hospital for Cancer and Allied Diseases Inc,1275 York Avenue,,New York,New York,10021,,,,,New York,,Not for Profit Corporation,40.765739,-73.958339,"(40.765739, -73.958339)"
6364,North Shore University Hosp Eye Center,HOSP-EC,Hospital Extension Clinic,3/26/2002,600 Northern Boulevard,,Great Neck,New York,11021,5164658500,,,29,Nassau,7,Metropolitan Area Regional Office - Long Island,North Shore University Hospital,541,2951001H,"Northwell Healthcare, Inc.",2000 Marcus Ave.,,New Hyde Park,New York,11042,North Shore University Hospital Inc,300 Community Drive,,Manhasset,New York,11030,Not for Profit Corporation,40.781834,-73.716667,"(40.781834, -73.716667)"
6365,Extension Clinic at Patchogue,HOSP-EC,Hospital Extension Clinic,4/26/2002,"450 Waverly Avenue, Suite 8",,Patchogue,New York,11772,6314446300,,,51,Suffolk,7,Metropolitan Area Regional Office - Long Island,University Hospital,245,5151001H,State University of New York,178-50 Linden Blvd,,Jamaica,New York,11434,,,,,New York,,State,40.780437,-73.034721,"(40.780437, -73.034721)"
6366,Extension Clinic at Islip,HOSP-EC,Hospital Extension Clinic,4/26/2002,Sunrise Highway,,Islip Terrace,New York,11752,6315819330,,,51,Suffolk,7,Metropolitan Area Regional Office - Long Island,University Hospital,245,5151001H,State University of New York,178-50 Linden Blvd,,Jamaica,New York,11434,,,,,New York,,State,40.74292,-73.200829,"(40.74292, -73.200829)"
6367,Extension Clinic at Center Moriches,HOSP-EC,Hospital Extension Clinic,4/26/2002,600 Montauk Highway,,Center Moriches,New York,11934,6318788060,,,51,Suffolk,7,Metropolitan Area Regional Office - Long Island,University Hospital,245,5151001H,State University of New York,178-50 Linden Blvd,,Jamaica,New York,11434,,,,,New York,,State,40.799637,-72.801536,"(40.799637, -72.801536)"
6369,The University of Vermont Health Network- Champlain Valley Physicians Hospital Wellness & Fitness Center,HOSP-EC,Hospital Extension Clinic,12/31/2001,295 New York Road,,Plattsburgh,New York,12903,5185627913,,,9,Clinton,4,Capital District Regional Office,The University of Vermont Health Network - Champlain Valley Physicians Hospital,135,0901001H,"The University of Vermont Health Network, Inc.",111 Colchester Avenue,,Burlington,New York,5401,Champlain Valley Physicians Hospital Medical Center Inc,100 Beekman Street,,Plattsburgh,New York,12901,Not for Profit Corporation,44.673164,-73.451035,"(44.673164, -73.451035)"
6370,Allen Tower Sr Health Center,HOSP-EC,Hospital Extension Clinic,3/28/2002,North Main Street (P.O. Box 207),,St. Regis,New York,12980,5188560033,,,16,Franklin,4,Capital District Regional Office,Alice Hyde Medical Center,325,1624000H,"The University of Vermont Health Network, Inc.",111 Colchester Avenue,,Burlington,New York,5401,Alice Hyde Medical Center,115 Park St,,Malone,New York,12953,Not for Profit Corporation,44.673042,-74.545013,"(44.673042, -74.545013)"
6378,Catherine Seeburger Center,HOSP-EC,Hospital Extension Clinic,1/14/2002,4277 Route 22,,Wassaic,New York,12592,8456776593,,,13,Dutchess,6,Metropolitan Area Regional Office - New Rochelle,Mid-Hudson Valley Division of Westchester Medical Center,180,5957001H,Westchester County Health Care Corporation,148 Martine Avenue,,White Plains,New York,10601,,,,,New York,,County,41.8055,-73.5634,"(41.8055, -73.5634)"
6379,Noxon Rd Senior Citizens Program,HOSP-EC,Hospital Extension Clinic,1/14/2002,Noxon Road - 76 Fireman's Way,,Poughkeepsie,New York,12601,8454529220,,,13,Dutchess,6,Metropolitan Area Regional Office - New Rochelle,Mid-Hudson Valley Division of Westchester Medical Center,180,5957001H,Westchester County Health Care Corporation,148 Martine Avenue,,White Plains,New York,10601,,,,,New York,,County,41.568837,-74.023067,"(41.568837, -74.023067)"
6380,Dutchess County ARC,HOSP-EC,Hospital Extension Clinic,1/14/2002,Lagrange Workshop - 8 Industry Street,,Poughkeepsie,New York,12603,8454718876,,,13,Dutchess,6,Metropolitan Area Regional Office - New Rochelle,Mid-Hudson Valley Division of Westchester Medical Center,180,5957001H,Westchester County Health Care Corporation,148 Martine Avenue,,White Plains,New York,10601,,,,,New York,,County,41.710735,-73.920555,"(41.710735, -73.920555)"
6384,New York Center for Rehabilitation & Nursing,NH,Residential Health Care Facility - SNF,4/25/2002,26-13 21st Street,,Astoria,New York,11102,7186264800,,,7096,Queens,5,Metropolitan Area Regional Office - New York City,,,7003405N,"New York Rehabilitation Care Management, LLC",26-13 21st Street,,Astoria,New York,11102,,,,,New York,,LLC,40.773117,-73.925148,"(40.773117, -73.925148)"
6385,"Specialists' One-Day Surgery Center, LLC",DTC,Diagnostic and Treatment Center,3/12/2002,190 Intrepid Lane,,Syracuse,New York,13205,3154986200,,,33,Onondaga,3,Central New York Regional Office,,,3301216R,"Specialists' One-Day Surgery, LLC",190 Intrepid Lane,,Syracuse,New York,13205,,,,,New York,,LLC,43.002991,-76.127563,"(43.002991, -76.127563)"
6386,"New York Artificial Kidney Center, Inc",DTC,Diagnostic and Treatment Center,3/20/2002,2651 East 14th Street,,Brooklyn,New York,11235,7187694100,,,7095,Kings,5,Metropolitan Area Regional Office - New York City,,,7001102R,"New York Artificial Kidney Center, Inc.",2651 East 14th Street,,Brooklyn,New York,11235,,,,,New York,,Business Corporation,40.5867,-73.954971,"(40.5867, -73.954971)"
6387,East Hill Family Medical Inc.,DTC,Diagnostic and Treatment Center,3/16/2001,144 Genesee Street,,Auburn,New York,13021,3152536796,,,5,Cayuga,3,Central New York Regional Office,,,0501202R,"East Hill Family Medical, Inc",65 State Street,,Auburn,New York,13021,,,,,New York,,Not for Profit Corporation,42.930389,-76.568802,"(42.930389, -76.568802)"
6389,Barneveld Office,HOSP-EC,Hospital Extension Clinic,10/1/2001,7980 Route 12,,Barneveld,New York,13304,3156248440,,,32,Oneida,3,Central New York Regional Office,Faxton-St Lukes Healthcare St Lukes Division,599,3202003H,Mohawk Valley Health System,1656 Champlin Ave,,Utica,New York,13502,Faxton-St Lukes Healthcare,1656 Champlin Avenue,,New Hartford,New York,13503,Not for Profit Corporation,43.249338,-75.184014,"(43.249338, -75.184014)"
6390,Whitesboro Office,HOSP-EC,Hospital Extension Clinic,10/1/2001,37 Main Street,,Whitesboro,New York,13492,3157369337,,,32,Oneida,3,Central New York Regional Office,Faxton-St Lukes Healthcare St Lukes Division,599,3202003H,Mohawk Valley Health System,1656 Champlin Ave,,Utica,New York,13502,Faxton-St Lukes Healthcare,1656 Champlin Avenue,,New Hartford,New York,13503,Not for Profit Corporation,43.118931,-75.287109,"(43.118931, -75.287109)"
6391,Washington Mills Office,HOSP-EC,Hospital Extension Clinic,10/1/2001,3946 Oneida Street,,New Hartford,New York,13413,3157378300,,,32,Oneida,3,Central New York Regional Office,Faxton-St Lukes Healthcare St Lukes Division,599,3202003H,Mohawk Valley Health System,1656 Champlin Ave,,Utica,New York,13502,Faxton-St Lukes Healthcare,1656 Champlin Avenue,,New Hartford,New York,13503,Not for Profit Corporation,43.053902,-75.271446,"(43.053902, -75.271446)"
6392,New Hartford ACP Medical Office,HOSP-EC,Hospital Extension Clinic,10/1/2001,8411 Seneca Turnpike,,New Hartford,New York,13413,3156248500,3156248515,,32,Oneida,3,Central New York Regional Office,Faxton-St Lukes Healthcare St Lukes Division,599,3202003H,Mohawk Valley Health System,1656 Champlin Ave,,Utica,New York,13502,Faxton-St Lukes Healthcare,1656 Champlin Avenue,,New Hartford,New York,13503,Not for Profit Corporation,43.082912,-75.327164,"(43.082912, -75.327164)"
6394,Waterville Office,HOSP-EC,Hospital Extension Clinic,10/1/2001,358 Madison Street,,Waterville,New York,13480,3158414937,,,32,Oneida,3,Central New York Regional Office,Faxton-St Lukes Healthcare St Lukes Division,599,3202003H,Mohawk Valley Health System,1656 Champlin Ave,,Utica,New York,13502,Faxton-St Lukes Healthcare,1656 Champlin Avenue,,New Hartford,New York,13503,Not for Profit Corporation,42.926826,-75.39138,"(42.926826, -75.39138)"
6397,Advanced Imaging at Baybrook,HOSP-EC,Hospital Extension Clinic,6/1/2001,22 Willowbrook Road,,Queensbury,New York,12804,5187931000,,,56,Warren,4,Capital District Regional Office,Glens Falls Hospital,1005,5601000H,Glens Falls Hospital Inc,100 Park Street,,Glens Falls,New York,12801,,,,,New York,,Not for Profit Corporation,43.343609,-73.654045,"(43.343609, -73.654045)"
6398,Health Unlimited,DTC,Diagnostic and Treatment Center,5/14/2002,40 Montgomery Street,,New York,New York,10002,2122335032,,,7093,New York,5,Metropolitan Area Regional Office - New York City,,,7002170R,Henry Street Settlement Health Corporation,40 Montgomery Street,,New York,New York,10002,,,,,New York,,Not for Profit Corporation,40.712601,-73.98513,"(40.712601, -73.98513)"
6405,St. Peter's Surgery And Endoscopy Center,DTC,Diagnostic and Treatment Center,5/15/2002,1375 Washington Avenue-Suite 201,,Albany,New York,12206,5185333420,,,1,Albany,4,Capital District Regional Office,,,0101221R,"St. Peter's Ambulatory Surgery Center, LLC",1375 Washington Avenue-Suite 201,,Albany,New York,12206,,,,,New York,,LLC,42.686153,-73.814049,"(42.686153, -73.814049)"
6406,Poughkeepsie Family Health Center,DTC-EC,Diagnostic and Treatment Center Extension Clinic,7/1/2002,"The Atrium, One Webster Avenue",,Poughkeepsie,New York,12601,8454835700,,,13,Dutchess,6,Metropolitan Area Regional Office - New Rochelle,"Hudson River Healthcare, Inc",1040,5901200R,"Hudson River Healthcare, Inc",1037 Main Street,,Peekskill,New York,10566,,,,,New York,,Not for Profit Corporation,41.718174,-73.926453,"(41.718174, -73.926453)"
6409,Bassett Healthcare Delhi II,HOSP-EC,Hospital Extension Clinic,4/12/2002,460 Andes Road,,Delhi,New York,13753,6077460300,,,12,Delaware,4,Capital District Regional Office,Mary Imogene Bassett Hospital,746,3824000H,Bassett Healthcare Network,1 Atwell Road,,Cooperstown,New York,13326,Mary Imogene Bassett Hospital Inc,Atwell Road,,Cooperstown,New York,13326,Not for Profit Corporation,42.269238,-74.91555,"(42.269238, -74.91555)"
6410,Burke Rehab & Sports Medicine Center,HOSP-EC,Hospital Extension Clinic,7/8/2002,3020 Westchester Avenue,,Purchase,New York,10577,9145972133,,,59,Westchester,6,Metropolitan Area Regional Office - New Rochelle,Winifred Masterson Burke Rehabilitation Hospital,1046,5902002H,"Montefiore Health System, Inc",111 East 210th Street,,Bronx,New York,10467,The Winifred Masterson Burke Rehabilitation Foundation Inc,785 Mamaroneck Avenue,,White Plans,New York,10605,Not for Profit Corporation,41.008499,-73.694168,"(41.008499, -73.694168)"
6411,Medisys Family Care-Hollis Tudors,DTC-EC,Diagnostic and Treatment Center Extension Clinic,1/2/2002,200-16 Hollis Avenue,,Jamaica,New York,11423,7182067050,,,7096,Queens,5,Metropolitan Area Regional Office - New York City,Medisys Family Care - St Albans,7580,7003249R,Jamaica Hospital Medical Center D & TC Corp,89th Avenue And Van Wyck Expressway,,Jamaica,New York,11418,,,,,New York,,Not for Profit Corporation,40.706131,-73.756989,"(40.706131, -73.756989)"
6412,"Sterling Surgical Center, LLC",DTC,Diagnostic and Treatment Center,7/15/2002,303 Sterling Drive,,Orchard Park,New York,14127,7167120600,,,14,Erie,1,Western Regional Office - Buffalo,,,1435203R,"Sterling Surgical Center, LLC",303 Sterling Drive,,Orchard Park,New York,14127,,,,,New York,,LLC,42.790737,-78.767036,"(42.790737, -78.767036)"
6413,PS 112,,School Based Diagnostic and Treatment Center Extension Clinic,4/1/2000,535 East 119th Street,,New York,New York,10035,2124103147,,,7093,New York,5,Metropolitan Area Regional Office - New York City,East Harlem Council for Human Services Inc,1512,7002217R,East Harlem Council for Human Services Inc,2253 Third Avenue,,New York,New York,10035,,,,,New York,,Not for Profit Corporation,40.796406,-73.930206,"(40.796406, -73.930206)"
6414,PS 155-William Pacca,,School Based Diagnostic and Treatment Center Extension Clinic,4/1/2000,319 East 117th Street,,New York,New York,10035,2123486410,,,7093,New York,5,Metropolitan Area Regional Office - New York City,East Harlem Council for Human Services Inc,1512,7002217R,East Harlem Council for Human Services Inc,2253 Third Avenue,,New York,New York,10035,,,,,New York,,Not for Profit Corporation,40.797218,-73.93605,"(40.797218, -73.93605)"
